"房子名称","房子价格","房子单价","房子类型","房子地址","房子大小"
"杨家坪，北大资源燕南，蚂蚁公馆，精装公寓，带读书指标，带指标","45","13636元/㎡","1室1厅1卫","北大资源燕南-杨家坪二手房出售-兴堰路11号","33㎡"
"照母山 人民小学旁世茂茂悦府 金州商圈 环绕 清水三房有钥匙","170","16037元/㎡","3室2厅2卫","世茂茂悦府-人和二手房出售-湖红路365号","106㎡"
"城市中解放碑中间楼层正二室户型方正全新精装房出行方便机会难得","38.8","7185元/㎡","2室2厅1卫","久桓上海城-金剑路122号","54㎡"
"万达轻轨房总价低至59万的公寓5.1米哦","66","11785元/㎡","2室1厅1卫","巴南万达广场...-龙洲湾新区二手房出售-渝南大道301号","56㎡"
"五里店新世纪超市楼世纪阳光精装两房带外阳台近轻轨公交","145","17261元/㎡","2室2厅1卫","世纪阳光-五里店二手房出售-建新东路292号","84㎡"
"回龙湾精致小两房  五公里轻轨站 朝中庭  带双外阳台","86","14655元/㎡","2室1厅1卫","兰湖天-四公里二手房出售-回龙路68号","58㎡"
"五公里轻轨站  工商大学和师范学院对面  正规一室 户型方正","75","15000元/㎡","1室1厅1卫","华宇江南枫庭-其他二手房出售-学府大道16号","50㎡"
"4千亩生态盘，8公里湖岸线1千亩农田，大学城西中铁任之健康城","143","10095元/㎡","3室2厅2卫","中铁任之健康...-三担路","141㎡"
"金域华庭丶磁器口商圈仅剩高层住宅丶精装修带地暖 单价1万5起","147","15806元/㎡","3室2厅1卫","国富沙磁巷-磁器口二手房出售-沙滨路101号","93㎡"
"坐享观音桥千亿级商圈资源 新牌坊碧桂园公寓 总价低地段好","45","16071元/㎡","1室1卫","碧桂园嘉誉-新溉路二手房出售-丽园路","28㎡"
"南岸茶园，正规三房首付仅30万，读名校开盘在即，临奥特莱斯！","95","9500元/㎡","3室2厅2卫","麓铭府-界石二手房出售-东城大道","100㎡"
"四公里回龙湾小区，豪装顶跃，带50平屋顶花园，5房3卫！","262","12129元/㎡","5室2厅3卫","回龙湾小区-学府大道二手房出售-回龙路66号","216㎡"
"融科橡树澜湾 联排别墅户型大气 位置安静 带车位车库花园","430","16412元/㎡","4室2厅4卫","融科橡树澜湾-鸳鸯二手房出售-湖津路18号","262㎡"
"渝北鸳鸯 复地上城 标准清水四房  看保利 视野好","235","15161元/㎡","4室2厅2卫","复地上城-鸳鸯二手房出售-金渝路80号-106号","155㎡"
"新牌坊财富中心 端头板式小高层 南北朝向   读星光","268","17402元/㎡","4室2厅2卫","财富中心国际...-冉家坝二手房出售-洪湖东路53号","154㎡"
"临近汽博附近  万科朗润园单配首付15万以内可以搞定  随时","31","12400元/㎡","1室1厅1卫","万科朗润园-农业园区二手房出售-宝圣大道466号","25㎡"
"江北观音桥带指标 正规小两房带外阳台 户型好采光好 拎包入住","92","17430元/㎡","2室1厅1卫","城市印象绿湾...-观音桥二手房出售-黄观路,近三钢二路","52㎡"
"急售 凤天路 升伟新时空 正规两房 精装修 户型方正 彩光好","100","13157元/㎡","2室1厅1卫","升伟新时空二...-凤天路二手房出售-凤天大道3号","76㎡"
"涉外豪宅俯瞰两江交汇 读名校与高官为邻 出侧繁华入侧宁静","361","22147元/㎡","3室2厅2卫","协信公馆-解放碑二手房出售-胜利路132号","163㎡"
"童家院子轻轨站 东湖雅苑 全新装修三房双卫 从未住过人随时看","128","15619元/㎡","3室2厅2卫","东湖雅苑-龙头寺二手房出售-东湖南路108号","81㎡"
"用清水的价格买电梯豪装房，金山大厦大4房，方正大阳台视野开阔","88","5238元/㎡","4室2厅2卫","璧山金山大厦-中山南路197号","168㎡"
"从未见过这么巴适的房子，秀湖公园旁蓝湖苑大跃层赠送独立车库","83","3074元/㎡","5室3厅4卫","蓝湖苑-南关五路6号","270㎡"
"纳帕溪谷 简单装修三房 户型反正 采光好 业主诚心出售","90","10714元/㎡","3室1厅1卫","纳帕溪谷-回兴二手房出售-康城路8号","84㎡"
"建面8400一平的正规大三房电梯房 千 万不要错过了 只一套","110","8461元/㎡","3室2厅2卫","恒鑫名城一期-二郎二手房出售-石新路218号","130㎡"
"融创匠心打造,品质大平层豪宅,住家好选择,大盘","312","16956元/㎡","5室2厅2卫","国宾壹号院-石桥铺二手房出售-虎歇路49号","184㎡"
"渝北轻轨5号线 金科天湖美镇 精装三房 环境优美 拎包入住","189.8","17254元/㎡","3室2厅2卫","金科天湖美镇-人和二手房出售-金开大道1号","110㎡"
"照母山 全新豪华装修 满两年 临商场近学校 看房方便诚心出售","260","22648元/㎡","3室2厅2卫","世茂茂悦府-人和二手房出售-湖红路365号","114㎡"
"江北嘴五里店 中维都市美邻 精装1房  看房方便","60","17341元/㎡","1室1卫","中维都市美邻-五里店二手房出售-海尔路161号","34㎡"
"人和轨道站  首付仅49万精装两房即可拥有 业主急急急","130","17808元/㎡","2室2厅1卫","万科缇香郡-人和二手房出售-白桦路6号","73㎡"
"圣湖天域位置，朝湖，家具家电齐全，，交通方便","188","12287元/㎡","3室2厅2卫","圣湖天域-回兴二手房出售-宝桐路1号","153㎡"
"38万抢体育场精装3室黄金楼层拎包入住","39.8","4234元/㎡","3室2厅2卫","西城雅豪苑-桂西大道北段140号","94㎡"
"新牌坊 君悦世纪 精装2房 总价不到一 业主诚心出售","95","17431元/㎡","2室2厅1卫","君悦世纪-加洲新牌坊二手房出售-红锦大道518号","54㎡"
"弹子石 中海国际社区水电气三通公寓 豪华装修","76.6","15632元/㎡","2室1厅1卫","国际社区观邸...-弹子石二手房出售-腾龙大道21号","49㎡"
"回兴  金鹏两江业主 品质小区 户型方正 采光好","113","15259元/㎡","2室1厅1卫","金鹏两江时光-农业园区二手房出售-宝圣大道599号","74㎡"
"回兴 金鹏旁  在水一方 正两室 超大阳台 业主诚心出售","90","11206元/㎡","2室1厅1卫","在水一方-回兴二手房出售-宝圣大道99号","80㎡"
"水木青华 电梯房10楼带20平米入户花园 环境优美 随时看房","168","9333元/㎡","3室2厅2卫","水木青华-回兴二手房出售-湖滨西路19号","180㎡"
"南平商圈二塘轻轨旁总价56万月租金高达两千元，低总价，高收低","56","16969元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","33㎡"
"南坪东路 正规2房 女子医院 神火烧烤附近 楼梯房全款","58","8285元/㎡","2室2厅1卫","南坪东路45...-南坪二手房出售-南坪东路45号","70㎡"
"南滨路喜来登旁精装江景公寓 带租约 即买即租","135","26470元/㎡","1室1厅1卫","皇冠国际-南滨路二手房出售-南滨路68号","51㎡"
"尚品国际，清水3房户型方正采光好","56","6746元/㎡","3室2厅1卫","尚品国际-东莘路99号","83㎡"
"渝北空港金易星辰精装修小三房出售","112.8","14010元/㎡","3室2厅1卫","金易星辰-空港新城二手房出售-汉渝路198号","80㎡"
"总价56万起买轻轨房，精装单身公寓，带租约，月租2560月起","60","14184元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","42㎡"
"New 大坪龙湖时代天街旁 5.1米 双轻轨 出租自用","80.2","12935元/㎡","2室1厅1卫","升伟中环广场-大坪二手房出售-虎歇路77号","62㎡"
"同福国际温馨大2两房  业主自住安心出售  拎包入住","67","7528元/㎡","2室1厅1卫","同福国际-西彭二手房出售-南福一路,近金马大道","89㎡"
"单价8千多 蓝光林肯公园带蓝光学校指标 滨江路保利观塘旁","82","9213元/㎡","3室2厅1卫","蓝光林肯公园-李家沱二手房出售-渝南分流道,近二塘街","89㎡"
"漂亮又便宜的精装两房，好房推荐。","83","12272元/㎡","2室2厅1卫","恒大未来城八...-大学城二手房出售-大学城南一路","67㎡"
"南岸南滨路1891旁 看江小户型 月租5000起 即买即收租","134","26800元/㎡","1室1厅1卫","东原1891-弹子石二手房出售-南滨路80号","50㎡"
"南岸大道天景美梦城真 逐年递增。周边配套设施以及人流量多","58","18125元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","32㎡"
"新牌坊精装房 45万带家具家电 带酒店租约 租金抵月供","45","16071元/㎡","1室1厅1卫","碧桂园嘉誉-新溉路二手房出售-丽园路","28㎡"
"南坪 五公里轻轨站旁 兰湖天 带双阳台 超中庭 读江南小学","88","15479元/㎡","2室1厅1卫","兰湖天-四公里二手房出售-回龙路68号","56㎡"
"五里店轻轨旁 龙庭蓝天苑 正规3房 户型方正出行方便 带露台","135","10074元/㎡","3室2厅2卫","龙庭蓝天苑-五里店二手房出售-五红路,近五福路","134㎡"
"南坪二塘轻轨站 美梦成真 豪华装修56万起 月租金2560元","56","16000元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","35㎡"
"南坪百盛对面，电梯一室一厅，精装修，带阳台，楼下就是商.圈","67","12884元/㎡","1室1厅1卫","南坪商业大厦-南坪二手房出售-南坪西路3号","52㎡"
"茶园新区，首付22万，90平3房2卫，碧桂园打造，双轻轨房","75","8333元/㎡","3室2厅2卫","麓铭府-界石二手房出售-东城大道","90㎡"
"星海湖好房 2室2厅  清水  价低  抢到就是赚","37","5211元/㎡","2室2厅1卫","海怡天星海湖-李渡二手房出售-聚龙大道78号","71㎡"
"石坪桥横街 永辉超市旁 桃源丽景 精装修 拎包入住 采光好","75","14150元/㎡","1室2厅1卫","桃源丽景-石坪桥二手房出售-盘龙正街","53㎡"
"大学城新盘 富力城院士庭精装修高层 近轻轨 目前意向登记中","78","10833元/㎡","2室2厅1卫","富力城地壹站-大学城二手房出售-大学城中路38号","72㎡"
"渝北新牌坊 大三房 看照母山 总价低 位置好 户型方正采光好","144.8","13790元/㎡","3室2厅2卫","海洲国际公寓-人和二手房出售-云杉北路81号","105㎡"
"渝中区大坪商圈 融创国宾壹号院 九龙之巅大平层 业主急售","345","19166元/㎡","4室2厅3卫","国宾壹号院-石桥铺二手房出售-虎歇路49号","180㎡"
"巴蜀学校本部指标房 只需30万 单间配套机会不多","30","15000元/㎡","1室1卫","钢铁设计院小...-一号桥二手房出售-双钢路,近琵琶山正街","20㎡"
"解放碑日月光旁  三跃顶层视野开阔  随时看房","250","14705元/㎡","5室2厅3卫","阳光星座-解放碑二手房出售-民生路9号","170㎡"
"新牌坊龙湖南苑 大四房 住家装修一梯两户 小区环境好配套丰富","185","11708元/㎡","4室2厅2卫","龙湖花园-龙溪二手房出售-新南路6号","158㎡"
"锦绣丽舍精装三房出售 全新装修 小区环境好 配套成熟随时看房","102","10285元/㎡","3室2厅2卫","锦绣丽舍-双凤桥二手房出售-港汇路88号","99㎡"
"抢！好地段，180万左右买精装四房，带地暖，树人小学读书指标","180","13432元/㎡","4室2厅2卫","万科金域华府-城南新区二手房出售-龙凤大道","134㎡"
"抢！两江新区新盘，看江大平层，三轨九个公园，带重点读书指标！","163","11478元/㎡","3室2厅2卫","渝能嘉湾壹号-蔡家岗二手房出售-同康路18号","142㎡"
"总价56万起买轻轨房，精装单身公寓，带租约，月租2560月起","60","14187元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","42㎡"
"兴馨嘉园,龙头寺,庆北站,公交站,天宫殿菜市场,2室清水","119.8","14261元/㎡","2室2厅1卫","兴馨嘉园-龙头寺二手房出售-鲁渝大道999号","84㎡"
"南坪商圈 天盈首原 5.1米LOFT公寓 楼下就是轻轨3号线","75","15625元/㎡","2室2厅2卫","天盈首原-南滨路二手房出售-白鹤路45号","48㎡"
"兰湖天小区，高品质小区，出行方便","86","15127元/㎡","2室2厅1卫","兰湖天-四公里二手房出售-回龙路68号","56㎡"
"大学城，旭阳台北城，四室两厅跃层，采光好通风，周边配套齐全","146","11774元/㎡","4室2厅2卫","旭阳台北城敦...-大学城二手房出售-大学城南二路","124㎡"
"中渝精装大2房 带南开大一中指标，科院永辉超市近在咫尺。","88","10602元/㎡","2室2厅1卫","中渝春华秋实...-大学城二手房出售-大学城东路","83㎡"
"融创国宾壹号院，品质楼盘大隐于市，石桥铺核心位置","320","17391元/㎡","4室2厅2卫","国宾壹号院-石桥铺二手房出售-虎歇路49号","184㎡"
"新房，新房，新房装修未住人，攀华国际广场2室2厅 拎包入住","48","6956元/㎡","2室2厅1卫","攀华国际广场-李渡二手房出售-学府路","69㎡"
"南坪商圈，轻轨旁亚朵酒店带租约，月租2500起，精装","56","13241元/㎡","1室1厅1卫","天景美梦城真-学府大道二手房出售-学府大道69号","42㎡"
"大渡口钓鱼嘴中州半岛城帮 一手房源 洋房社区 滨江路江景","130","11403元/㎡","3室1厅2卫","中洲半岛城邦-茄子溪二手房出售-大滨中路1166号","114㎡"
"首付25万 购金科中央公园 2室2厅 拎包入住 业主急售","45","6818元/㎡","2室2厅1卫","涪陵金科中央...-李渡二手房出售-太乙大道28号","66㎡"
"融汇半岛玫瑰公馆精装3房拎包入住 业主诚心出售 随时看房","130","12621元/㎡","3室2厅2卫","融汇半岛玫瑰...-李家沱二手房出售-融汇大道11号","103㎡"
"人和轻轨站旁 精装大两房 全套家具家电 南极凤麟苑","123","11930元/㎡","2室2厅1卫","南极凤麟苑-人和二手房出售-胡杨路39号","103㎡"
"次新小区 仁安 装修三房 出门学效 坐拥双轻轨 买到就是","158","18372元/㎡","3室2厅1卫","仁安龙城国际-龙头寺二手房出售-新溉路881号","86㎡"
"大礼堂 小区电梯房 正规三房双卫 小区有坝子可供休闲娱乐乘凉","158","11048元/㎡","3室2厅2卫","龙泉花园-其他二手房出售-嘉滨路246号","143㎡"
"蓝光品质小区，新小区环境好，户型方正无浪费，赠送大，可看江","158","13277元/㎡","4室2厅2卫","蓝光林肯公园-李家沱二手房出售-渝南分流道,近二塘街","119㎡"
"渝北 新牌坊童心小学附近北回归线精装小两室 视野无敌随时看房","80","15754元/㎡","2室1厅1卫","北回归线-加洲新牌坊二手房出售-民安大道130号","50㎡"
"天一星城正规三房双卫，朝中挺，开阔的视野，新小区新装修","68.8","6490元/㎡","3室2厅2卫","天一星城-其他二手房出售-白龙大道369号","106㎡"
"渝北新牌坊，财富中心环线旁，证在手，急售2房，正常首付60万","120","14109元/㎡","2室2厅1卫","荣鼎国际-加洲新牌坊二手房出售-红锦大道611号","85㎡"
"双福 恒大一期带全新家具家电，拎包入住，楼层采光好，随时看房","103","9115元/㎡","3室2厅2卫","恒大金碧天下-恒大大道1号","113㎡"
"照母山北大资源博雅二期精装高层小三房 拎包入住","148","19728元/㎡","3室2厅1卫","北大资源博雅...-汽博中心二手房出售-湖霞街","75㎡"
